id_venda,curso,valor,idade,cidade,forma_pagamento,avaliacao,status,data_venda
3802,Excel,458.49,64,Lauro de Freitas,Cartão,2,Em andamento,2025-05-15
3803,Excel,408.96,51,Vitória da Conquista,Boleto,4,Concluído,2025-06-25
3804,Python,958.35,30,Feira de Santana,PIX,4,Cancelado,2025-11-20
3805,Excel,715.08,60,Salvador,Cartão,3,Concluído,2025-10-20
3806,Python,763.08,22,Salvador,Boleto,2,Em andamento,2025-10-27
3807,Python,990.54,60,Vitória da Conquista,PIX,1,Concluído,2025-12-19
3808,Power BI,788.74,50,Lauro de Freitas,Boleto,4,Em andamento,2025-02-11
3809,Python,177.99,24,Vitória da Conquista,Boleto,2,Em andamento,2025-08-18
3810,Python,808.7,35,Camaçari,PIX,1,Concluído,2025-06-06
3811,Power BI,523.25,45,Salvador,Boleto,4,Concluído,2025-12-09
3812,Excel,99.95,64,Camaçari,Boleto,5,Concluído,2025-12-10
3813,Python,685.71,42,Lauro de Freitas,Cartão,5,Concluído,2025-07-10
3814,Python,740.71,41,Camaçari,PIX,5,Concluído,2025-01-09
3815,Python,573.98,57,Salvador,PIX,2,Em andamento,2025-12-21
3816,SQL,308.3,64,Feira de Santana,Boleto,2,Concluído,2025-05-27
3817,Java,869.73,38,Vitória da Conquista,PIX,2,Concluído,2025-08-05
3818,Python,257.16,27,Salvador,PIX,1,Concluído,2025-04-21
3819,Excel,888.0,52,Camaçari,PIX,1,Concluído,2025-06-07
3820,Excel,505.86,33,Feira de Santana,Boleto,5,Em andamento,2025-05-10
3821,Python,508.3,65,Lauro de Freitas,PIX,2,Concluído,2025-06-03
3822,Python,878.17,26,Salvador,Cartão,3,Concluído,2025-05-25
3823,Power BI,192.7,65,Feira de Santana,Boleto,2,Em andamento,2025-09-04
3824,SQL,680.53,40,Salvador,Boleto,4,Concluído,2025-09-12
3825,Excel,531.06,24,Feira de Santana,Cartão,2,Cancelado,2025-02-09
3826,Power BI,554.83,30,Salvador,Cartão,3,Concluído,2025-04-11
3827,Python,340.68,44,Vitória da Conquista,Boleto,1,Concluído,2025-11-15
3828,Python,942.0,52,Vitória da Conquista,Boleto,2,Em andamento,2025-09-08
3829,Python,595.24,38,Vitória da Conquista,Boleto,5,Concluído,2025-10-23
3830,Python,570.16,63,Salvador,Cartão,5,Cancelado,2025-06-19
3831,SQL,424.81,51,Salvador,PIX,4,Concluído,2025-11-14
3832,Python,259.93,52,Feira de Santana,Cartão,5,Concluído,2025-09-30
3833,Python,785.88,54,Salvador,Boleto,1,Em andamento,2025-04-11
3834,Excel,964.37,22,Vitória da Conquista,PIX,2,Concluído,2025-12-27
3835,Power BI,645.93,29,Vitória da Conquista,Cartão,1,Em andamento,2025-07-09
3836,Power BI,616.71,65,Feira de Santana,Cartão,5,Em andamento,2025-02-22
3837,SQL,255.95,50,Vitória da Conquista,Cartão,4,Cancelado,2025-06-01
3838,Power BI,181.51,23,Vitória da Conquista,Boleto,4,Concluído,2025-05-08
3839,Excel,175.36,59,Vitória da Conquista,PIX,2,Em andamento,2025-02-02
3840,Python,388.55,20,Feira de Santana,Cartão,3,Concluído,2025-08-19
3841,Power BI,496.76,23,Salvador,Cartão,5,Cancelado,2025-07-28
3842,Excel,424.41,53,Vitória da Conquista,Boleto,3,Concluído,2025-07-28
3843,Excel,767.18,63,Camaçari,Cartão,3,Concluído,2025-06-05
3844,Excel,207.61,53,Feira de Santana,Boleto,5,Concluído,2025-07-28
3845,Python,944.78,56,Vitória da Conquista,PIX,2,Concluído,2025-06-07
3846,Excel,715.89,57,Salvador,Cartão,4,Cancelado,2025-12-22
3847,Python,773.29,59,Camaçari,Boleto,5,Concluído,2025-01-31
3848,Python,905.55,62,Lauro de Freitas,Boleto,2,Concluído,2025-05-09
3849,Python,220.5,65,Salvador,PIX,5,Concluído,2025-09-15
3850,Python,932.45,27,Salvador,Boleto,4,Concluído,2025-11-23
3851,Excel,461.8,59,Camaçari,Boleto,5,Em andamento,2025-03-16
3852,Python,127.33,30,Vitória da Conquista,PIX,5,Em andamento,2025-12-29
3853,Excel,177.62,18,Salvador,PIX,5,Concluído,2025-12-05
3854,Excel,819.59,58,Vitória da Conquista,PIX,2,Em andamento,2025-10-10
3855,Power BI,664.47,21,Feira de Santana,Cartão,2,Concluído,2025-11-27
3856,Excel,694.81,35,Lauro de Freitas,PIX,5,Concluído,2025-03-07
3857,Java,328.58,30,Lauro de Freitas,PIX,1,Concluído,2025-06-29
3858,SQL,179.44,39,Feira de Santana,Boleto,1,Concluído,2025-09-20
3859,Power BI,896.03,59,Salvador,Boleto,2,Cancelado,2025-09-22
3860,Python,459.39,42,Salvador,PIX,5,Concluído,2025-04-04
3861,Python,335.83,44,Vitória da Conquista,PIX,4,Concluído,2025-07-24
3862,Excel,723.23,56,Vitória da Conquista,Cartão,5,Concluído,2025-02-12
3863,Python,671.01,64,Lauro de Freitas,Boleto,3,Concluído,2025-12-19
3864,Power BI,333.53,20,Salvador,PIX,3,Concluído,2025-07-01
3865,Python,488.17,26,Feira de Santana,Boleto,5,Concluído,2025-09-18
3866,SQL,933.97,46,Camaçari,PIX,4,Em andamento,2025-11-11
3867,Python,661.0,33,Salvador,Cartão,4,Em andamento,2025-01-27
3868,Power BI,474.92,26,Feira de Santana,Boleto,1,Em andamento,2025-02-20
3869,Python,819.33,30,Lauro de Freitas,PIX,1,Cancelado,2025-09-04
3870,Excel,847.54,35,Camaçari,Cartão,5,Concluído,2025-04-20
3871,Python,557.95,31,Vitória da Conquista,Cartão,3,Em andamento,2025-09-24
3872,Python,628.08,38,Feira de Santana,Boleto,2,Cancelado,2025-10-19
3873,Python,360.76,22,Lauro de Freitas,Boleto,1,Concluído,2025-10-16
3874,Python,757.87,41,Feira de Santana,PIX,4,Concluído,2025-05-03
3875,Excel,629.57,23,Camaçari,PIX,2,Concluído,2025-10-16
3876,Java,398.14,32,Feira de Santana,Boleto,4,Concluído,2025-10-12
3877,SQL,330.16,50,Lauro de Freitas,PIX,5,Em andamento,2025-07-31
3878,Power BI,851.14,39,Camaçari,Boleto,2,Concluído,2025-03-27
3879,Python,430.7,60,Lauro de Freitas,Boleto,2,Em andamento,2025-03-23
3880,Python,572.88,28,Lauro de Freitas,Cartão,1,Concluído,2025-03-20
3881,Excel,320.82,31,Salvador,PIX,5,Concluído,2025-08-07
3882,Python,581.56,37,Camaçari,PIX,4,Concluído,2025-09-15
3883,Python,116.52,43,Vitória da Conquista,PIX,5,Concluído,2025-05-18
3884,Python,760.56,54,Vitória da Conquista,Boleto,4,Concluído,2025-02-10
3885,C#,307.85,58,Feira de Santana,Cartão,4,Concluído,2025-06-26
3886,Excel,715.21,63,Vitória da Conquista,Boleto,2,Cancelado,2025-12-25
3887,Python,660.29,35,Lauro de Freitas,Boleto,4,Cancelado,2025-02-14
3888,Python,970.17,22,Vitória da Conquista,Boleto,4,Em andamento,2025-03-22
3889,Excel,485.59,38,Salvador,Boleto,1,Em andamento,2025-11-13
3890,Excel,543.62,34,Vitória da Conquista,Cartão,3,Concluído,2025-07-02
3891,Power BI,808.32,22,Vitória da Conquista,Boleto,4,Concluído,2025-02-27
3892,Python,650.14,46,Lauro de Freitas,Boleto,4,Concluído,2025-01-05
3893,SQL,922.06,21,Lauro de Freitas,Cartão,3,Em andamento,2025-04-05
3894,Python,154.82,25,Camaçari,Cartão,1,Concluído,2025-06-17
3895,Excel,617.95,59,Feira de Santana,Cartão,3,Concluído,2025-09-26
3896,Power BI,352.59,52,Feira de Santana,PIX,5,Concluído,2025-07-15
3897,Excel,469.09,21,Lauro de Freitas,Boleto,5,Em andamento,2025-08-12
3898,Excel,689.32,21,Salvador,Boleto,5,Cancelado,2025-05-21
3899,Excel,107.2,31,Feira de Santana,PIX,5,Concluído,2025-06-20
3900,Excel,883.32,46,Feira de Santana,PIX,5,Concluído,2025-09-06
3901,Excel,193.79,40,Vitória da Conquista,PIX,3,Concluído,2025-01-09
3902,Python,410.45,55,Feira de Santana,PIX,1,Concluído,2025-08-12
3903,Excel,536.0,35,Camaçari,Boleto,2,Concluído,2025-01-25
3904,Python,666.11,65,Feira de Santana,PIX,3,Concluído,2025-02-02
3905,Excel,196.28,62,Feira de Santana,Boleto,5,Em andamento,2025-06-28
3906,Python,467.79,65,Feira de Santana,Boleto,3,Em andamento,2025-03-29
3907,Python,982.9,40,Vitória da Conquista,Boleto,2,Concluído,2025-01-11
3908,Excel,706.12,47,Vitória da Conquista,PIX,5,Concluído,2025-03-23
3909,Python,447.55,44,Vitória da Conquista,Cartão,5,Concluído,2025-09-02
3910,Python,677.11,35,Vitória da Conquista,Boleto,4,Concluído,2025-10-15
3911,Excel,648.46,19,Camaçari,PIX,1,Em andamento,2025-10-16
3912,Excel,727.17,24,Lauro de Freitas,Boleto,1,Concluído,2025-07-11
3913,Python,433.19,27,Lauro de Freitas,Boleto,3,Concluído,2025-06-07
3914,Java,643.51,28,Vitória da Conquista,Cartão,1,Concluído,2025-05-22
3915,Power BI,657.82,29,Lauro de Freitas,Boleto,2,Concluído,2025-11-26
3916,Excel,402.61,54,Camaçari,PIX,4,Concluído,2025-06-29
3917,Python,441.21,38,Lauro de Freitas,Cartão,4,Concluído,2025-06-16
3918,Excel,372.59,57,Vitória da Conquista,Boleto,2,Concluído,2025-06-06
3919,Python,300.29,45,Lauro de Freitas,PIX,4,Concluído,2025-07-30
3920,Power BI,820.53,29,Feira de Santana,Boleto,1,Em andamento,2025-05-17
3921,SQL,790.81,21,Camaçari,PIX,2,Concluído,2025-02-27
3922,Power BI,411.1,41,Lauro de Freitas,PIX,4,Concluído,2025-01-27
3923,Excel,697.49,25,Salvador,PIX,3,Concluído,2025-04-28
3924,Excel,789.75,57,Vitória da Conquista,Cartão,1,Em andamento,2025-12-04
3925,Excel,336.07,52,Camaçari,Cartão,2,Concluído,2025-07-07
3926,Power BI,521.37,50,Vitória da Conquista,PIX,3,Concluído,2025-06-25
3927,Python,343.23,64,Camaçari,PIX,1,Concluído,2025-06-18
3928,Python,887.88,41,Camaçari,Cartão,5,Em andamento,2025-03-19
3929,Python,313.91,27,Lauro de Freitas,PIX,3,Concluído,2025-01-10
3930,Excel,850.49,61,Lauro de Freitas,PIX,4,Em andamento,2025-06-04
3931,Power BI,849.48,41,Lauro de Freitas,Cartão,4,Concluído,2025-03-21
3932,Python,808.57,51,Vitória da Conquista,Boleto,1,Em andamento,2025-07-30
3933,Python,250.78,31,Vitória da Conquista,PIX,1,Concluído,2025-08-27
3934,SQL,191.49,43,Lauro de Freitas,PIX,1,Concluído,2025-09-10
3935,Python,702.4,49,Feira de Santana,PIX,1,Concluído,2026-01-01
3936,Python,387.31,39,Salvador,Boleto,2,Concluído,2025-05-26
3937,Python,435.48,43,Salvador,Cartão,4,Concluído,2025-11-08
3938,Python,842.08,24,Salvador,Cartão,4,Concluído,2025-12-14
3939,Python,128.02,20,Salvador,PIX,1,Cancelado,2025-08-24
3940,Python,615.4,59,Vitória da Conquista,Boleto,1,Concluído,2025-08-10
3941,Python,730.56,29,Lauro de Freitas,PIX,3,Em andamento,2025-07-23
3942,Python,913.38,27,Salvador,Boleto,3,Concluído,2025-05-02
3943,SQL,698.02,55,Camaçari,PIX,4,Em andamento,2025-06-30
3944,Java,998.29,45,Camaçari,Cartão,3,Em andamento,2025-07-02
3945,Python,732.81,56,Camaçari,Cartão,4,Concluído,2025-03-07
3946,Python,219.46,52,Feira de Santana,PIX,1,Cancelado,2025-04-29
3947,C#,820.66,24,Feira de Santana,Boleto,1,Concluído,2025-04-08
3948,Power BI,142.32,47,Vitória da Conquista,Cartão,4,Concluído,2025-11-11
3949,Python,303.94,43,Feira de Santana,PIX,4,Em andamento,2025-10-18
3950,Power BI,472.54,22,Vitória da Conquista,Boleto,1,Concluído,2025-12-08
3951,SQL,109.8,21,Camaçari,Boleto,2,Em andamento,2025-11-18
3952,Power BI,493.16,41,Lauro de Freitas,Cartão,4,Em andamento,2025-09-20
3953,Excel,256.6,39,Feira de Santana,Boleto,4,Concluído,2025-08-30
3954,Python,828.7,34,Salvador,Cartão,5,Em andamento,2025-09-25
3955,Python,451.21,55,Salvador,Cartão,2,Em andamento,2025-04-11
3956,Python,816.99,28,Salvador,PIX,2,Concluído,2025-03-23
3957,Power BI,824.49,23,Salvador,Boleto,4,Em andamento,2025-10-07
3958,Python,610.75,27,Vitória da Conquista,Boleto,3,Concluído,2025-06-13
3959,Python,506.25,34,Vitória da Conquista,PIX,3,Em andamento,2025-04-03
3960,Python,437.21,38,Vitória da Conquista,PIX,1,Concluído,2025-02-19
3961,Python,817.46,62,Lauro de Freitas,Boleto,3,Concluído,2025-07-15
3962,Excel,929.13,30,Lauro de Freitas,Cartão,3,Concluído,2025-04-16
3963,Python,597.26,59,Lauro de Freitas,Cartão,5,Concluído,2025-08-08
3964,Excel,561.59,24,Lauro de Freitas,PIX,4,Cancelado,2025-05-14
3965,C#,443.7,26,Feira de Santana,Cartão,1,Concluído,2025-09-25
3966,Excel,319.35,33,Vitória da Conquista,PIX,1,Em andamento,2025-02-26
3967,Excel,266.03,28,Lauro de Freitas,Cartão,4,Concluído,2025-01-01
3968,Python,557.24,43,Vitória da Conquista,PIX,4,Concluído,2025-10-21
3969,Excel,109.41,44,Camaçari,PIX,1,Cancelado,2025-05-02
3970,SQL,797.83,42,Feira de Santana,Boleto,5,Concluído,2025-09-05
3971,Python,478.86,48,Salvador,Boleto,4,Concluído,2025-02-18
3972,Python,548.99,20,Vitória da Conquista,Boleto,5,Em andamento,2025-07-22
3973,Excel,604.72,60,Vitória da Conquista,Cartão,5,Concluído,2025-10-22
3974,Power BI,300.03,32,Feira de Santana,PIX,3,Em andamento,2025-07-25
3975,Python,330.93,45,Camaçari,PIX,1,Concluído,2025-02-12
3976,Python,461.05,38,Feira de Santana,Boleto,1,Concluído,2025-05-09
3977,Python,816.38,54,Salvador,Boleto,4,Concluído,2025-04-28
3978,Power BI,368.43,39,Salvador,Boleto,5,Concluído,2025-01-28
3979,Python,210.94,22,Vitória da Conquista,Boleto,5,Concluído,2025-07-23
3980,Python,994.02,27,Lauro de Freitas,PIX,4,Cancelado,2025-08-25
3981,Excel,349.44,25,Vitória da Conquista,Cartão,1,Concluído,2025-11-23
3982,Excel,911.1,64,Feira de Santana,PIX,2,Concluído,2025-01-02
3983,Python,226.44,25,Camaçari,Boleto,1,Concluído,2025-09-19
3984,Excel,509.85,35,Lauro de Freitas,Cartão,2,Em andamento,2025-11-05
3985,Python,308.61,41,Lauro de Freitas,Cartão,5,Em andamento,2025-04-09
3986,Python,714.1,57,Salvador,Cartão,4,Concluído,2025-05-03
3987,Python,896.75,38,Salvador,PIX,3,Concluído,2025-05-10
3988,Python,439.54,31,Vitória da Conquista,Cartão,1,Em andamento,2025-02-11
3989,Python,373.73,23,Feira de Santana,Boleto,2,Concluído,2025-10-20
3990,Excel,397.28,50,Lauro de Freitas,Boleto,4,Concluído,2025-01-07
3991,Excel,938.46,39,Lauro de Freitas,PIX,1,Concluído,2025-09-10
3992,Power BI,173.2,49,Salvador,Cartão,1,Concluído,2025-09-14
3993,Python,506.61,21,Lauro de Freitas,PIX,1,Concluído,2025-12-24
3994,SQL,443.69,39,Salvador,PIX,3,Concluído,2025-04-29
3995,Python,784.59,58,Lauro de Freitas,Boleto,3,Concluído,2025-08-18
3996,SQL,446.57,34,Salvador,Boleto,4,Em andamento,2025-07-26
3997,Python,511.65,60,Camaçari,Cartão,1,Concluído,2025-04-25
3998,Python,379.05,59,Lauro de Freitas,Boleto,4,Em andamento,2025-12-09
3999,Python,857.73,23,Camaçari,Cartão,1,Concluído,2025-04-01
4000,Python,337.68,44,Camaçari,PIX,4,Em andamento,2025-05-16
4001,Python,994.99,39,Salvador,Cartão,3,Concluído,2025-10-01
4002,Excel,872.81,55,Vitória da Conquista,Boleto,4,Em andamento,2025-04-22
4003,Python,859.23,52,Salvador,PIX,4,Concluído,2025-06-24
4004,Python,860.51,28,Camaçari,Cartão,4,Concluído,2025-10-26
4005,Python,901.8,41,Lauro de Freitas,Boleto,3,Em andamento,2025-07-31
4006,Power BI,848.66,24,Salvador,Cartão,4,Cancelado,2025-10-22
4007,Python,525.29,37,Camaçari,PIX,3,Em andamento,2025-06-29
4008,Excel,476.39,47,Feira de Santana,Boleto,5,Em andamento,2025-03-19
4009,Python,249.68,61,Lauro de Freitas,Cartão,3,Concluído,2025-05-18
4010,Python,948.85,61,Salvador,Cartão,5,Concluído,2025-09-17
4011,Power BI,331.94,61,Camaçari,Boleto,3,Em andamento,2025-01-06
4012,SQL,858.47,42,Lauro de Freitas,Boleto,5,Concluído,2025-11-29
4013,Excel,745.95,44,Salvador,Cartão,5,Concluído,2025-07-29
4014,Excel,803.51,48,Salvador,Boleto,4,Em andamento,2025-08-22
4015,Excel,495.03,41,Camaçari,Cartão,2,Concluído,2025-07-28
4016,Python,229.78,32,Camaçari,PIX,5,Concluído,2025-08-16
4017,Power BI,162.68,23,Salvador,PIX,2,Cancelado,2025-03-05
4018,Python,216.91,56,Camaçari,Cartão,2,Em andamento,2025-01-17
4019,Python,466.08,59,Feira de Santana,PIX,2,Concluído,2025-04-09
4020,Excel,715.87,33,Salvador,Cartão,2,Concluído,2025-04-28
4021,Python,326.91,42,Salvador,PIX,1,Em andamento,2025-07-13
4022,Python,609.3,34,Feira de Santana,Boleto,1,Concluído,2025-06-26
4023,Power BI,688.83,30,Vitória da Conquista,PIX,5,Em andamento,2025-06-15
4024,Excel,800.58,56,Vitória da Conquista,Cartão,2,Concluído,2025-05-05
4025,Excel,534.05,21,Salvador,PIX,3,Concluído,2025-10-12
4026,Python,402.6,52,Camaçari,PIX,2,Concluído,2025-10-24
4027,Python,668.48,51,Salvador,PIX,2,Concluído,2025-06-09
4028,Excel,913.96,51,Salvador,PIX,2,Cancelado,2025-07-30
4029,Python,784.02,37,Feira de Santana,PIX,3,Em andamento,2025-09-03
4030,Python,601.32,45,Lauro de Freitas,Boleto,4,Concluído,2025-01-15
4031,Excel,710.76,20,Feira de Santana,Boleto,5,Cancelado,2025-03-28
4032,SQL,210.01,22,Camaçari,Cartão,1,Concluído,2025-06-16
4033,Excel,604.06,44,Feira de Santana,Boleto,5,Em andamento,2025-10-04
4034,Excel,829.9,54,Lauro de Freitas,PIX,2,Cancelado,2025-09-23
4035,Excel,547.26,62,Salvador,PIX,2,Em andamento,2025-10-18
4036,Excel,425.96,44,Feira de Santana,Boleto,1,Concluído,2025-12-08
4037,SQL,619.59,37,Vitória da Conquista,Cartão,4,Concluído,2025-04-10
4038,Power BI,784.12,52,Lauro de Freitas,Boleto,1,Concluído,2025-01-10
4039,Python,391.66,62,Salvador,Cartão,5,Concluído,2025-06-23
4040,SQL,716.2,27,Salvador,Cartão,2,Em andamento,2025-12-02
4041,Excel,776.83,23,Camaçari,PIX,3,Concluído,2025-05-20
4042,Excel,160.04,35,Lauro de Freitas,PIX,5,Concluído,2025-12-23
4043,Excel,161.24,35,Camaçari,PIX,2,Em andamento,2025-06-13
4044,Python,685.11,19,Salvador,PIX,2,Concluído,2025-12-15
4045,Excel,613.94,34,Vitória da Conquista,Cartão,1,Concluído,2025-07-23
4046,Python,149.76,52,Vitória da Conquista,PIX,5,Cancelado,2025-04-07
4047,Excel,281.4,54,Vitória da Conquista,Boleto,4,Concluído,2025-05-02
4048,C#,719.82,31,Camaçari,Boleto,1,Concluído,2025-02-15
4049,Excel,877.89,39,Camaçari,Boleto,2,Concluído,2025-07-25
4050,Excel,536.78,35,Lauro de Freitas,PIX,5,Em andamento,2025-11-14
4051,Python,670.74,18,Salvador,PIX,1,Em andamento,2025-10-17
4052,SQL,488.96,56,Camaçari,Boleto,2,Concluído,2025-03-08
4053,SQL,415.26,54,Feira de Santana,Cartão,1,Em andamento,2025-03-21
4054,Excel,594.64,64,Vitória da Conquista,Cartão,2,Concluído,2025-03-18
4055,Python,972.48,46,Salvador,PIX,5,Concluído,2025-04-12
4056,Python,778.46,55,Vitória da Conquista,Boleto,2,Concluído,2025-02-22
4057,Python,409.2,58,Vitória da Conquista,PIX,1,Concluído,2025-04-19
4058,Power BI,821.77,59,Camaçari,Cartão,3,Concluído,2025-01-10
4059,SQL,913.53,47,Vitória da Conquista,PIX,3,Em andamento,2025-02-26
4060,Power BI,995.33,37,Feira de Santana,PIX,5,Em andamento,2025-05-02
4061,Python,624.44,28,Camaçari,Cartão,3,Concluído,2025-09-22
4062,Python,933.01,33,Salvador,Cartão,3,Em andamento,2025-08-29
4063,Excel,754.76,33,Camaçari,Boleto,4,Concluído,2025-05-13
4064,Python,367.26,58,Vitória da Conquista,Cartão,3,Em andamento,2025-11-15
4065,Python,906.96,51,Camaçari,Cartão,5,Cancelado,2025-07-12
4066,Power BI,425.61,25,Vitória da Conquista,PIX,3,Concluído,2025-09-23
4067,Python,879.79,59,Salvador,Cartão,5,Cancelado,2025-01-25
4068,Python,786.51,32,Vitória da Conquista,Boleto,1,Concluído,2025-03-06
4069,Python,363.61,55,Camaçari,Cartão,1,Em andamento,2025-10-18
4070,Excel,358.27,56,Salvador,PIX,3,Concluído,2025-09-02
4071,Excel,473.58,36,Feira de Santana,PIX,4,Em andamento,2025-12-22
4072,SQL,849.86,26,Vitória da Conquista,PIX,5,Concluído,2025-01-17
4073,Excel,298.64,56,Feira de Santana,Cartão,5,Em andamento,2025-05-18
4074,Power BI,930.56,58,Salvador,Cartão,3,Concluído,2025-05-04
4075,Python,197.76,63,Salvador,PIX,2,Em andamento,2025-07-22
4076,Power BI,379.57,22,Vitória da Conquista,PIX,3,Concluído,2025-01-07
4077,SQL,890.82,58,Salvador,Boleto,3,Concluído,2025-11-09
4078,Python,817.37,31,Vitória da Conquista,Boleto,5,Cancelado,2025-05-20
4079,Python,503.44,37,Feira de Santana,Cartão,5,Concluído,2025-05-05
4080,Power BI,850.56,59,Vitória da Conquista,Boleto,4,Em andamento,2025-12-22
4081,Python,533.07,48,Salvador,PIX,2,Em andamento,2025-01-11
4082,Python,810.58,28,Camaçari,Cartão,3,Concluído,2025-05-01
4083,Power BI,462.32,18,Salvador,Boleto,2,Concluído,2025-10-16
4084,Excel,114.21,20,Salvador,PIX,3,Em andamento,2025-07-28
4085,Excel,160.7,59,Vitória da Conquista,PIX,2,Concluído,2025-09-08
4086,Excel,324.38,65,Vitória da Conquista,PIX,3,Em andamento,2025-01-27
4087,Excel,742.86,36,Feira de Santana,Boleto,2,Concluído,2025-11-14
4088,Power BI,543.34,27,Salvador,Boleto,4,Concluído,2025-07-06
4089,Python,830.18,35,Lauro de Freitas,Cartão,5,Concluído,2025-04-29
4090,Power BI,715.42,43,Lauro de Freitas,Cartão,3,Concluído,2025-04-19
4091,Excel,765.31,60,Lauro de Freitas,Cartão,3,Concluído,2025-08-29
4092,Power BI,602.04,32,Vitória da Conquista,PIX,2,Concluído,2025-09-19
4093,Excel,188.65,32,Feira de Santana,Cartão,4,Concluído,2025-06-24
4094,Python,323.6,61,Feira de Santana,Cartão,2,Cancelado,2025-08-05
4095,Excel,379.1,29,Feira de Santana,PIX,4,Cancelado,2025-01-12
4096,Excel,670.09,52,Vitória da Conquista,Cartão,4,Concluído,2025-05-04
4097,Python,307.04,20,Vitória da Conquista,Cartão,4,Concluído,2025-05-08
4098,Excel,839.25,38,Salvador,Cartão,4,Em andamento,2025-07-07
4099,Python,952.39,38,Lauro de Freitas,PIX,1,Em andamento,2025-05-17
4100,C#,670.54,62,Salvador,PIX,2,Concluído,2025-11-28
4101,Python,835.94,61,Vitória da Conquista,PIX,4,Concluído,2025-02-10
4102,Python,634.26,28,Vitória da Conquista,PIX,1,Concluído,2025-04-30
4103,Excel,559.52,20,Camaçari,Boleto,1,Concluído,2025-05-08
4104,SQL,839.97,64,Vitória da Conquista,Cartão,3,Em andamento,2025-04-25
4105,Excel,756.2,37,Lauro de Freitas,PIX,1,Concluído,2025-08-29
4106,Excel,198.97,62,Camaçari,PIX,3,Concluído,2025-03-04
4107,Excel,904.62,43,Camaçari,Cartão,2,Cancelado,2025-11-20
4108,Power BI,684.54,35,Camaçari,Cartão,1,Em andamento,2025-08-09
4109,Excel,208.19,44,Feira de Santana,Cartão,5,Em andamento,2025-08-10
4110,Python,313.6,26,Salvador,Cartão,4,Concluído,2025-02-07
4111,Power BI,381.29,36,Feira de Santana,Cartão,3,Concluído,2025-12-04
4112,Python,446.77,40,Camaçari,Boleto,4,Concluído,2025-02-09
4113,Python,375.36,61,Feira de Santana,Boleto,4,Concluído,2025-09-16
4114,Power BI,137.73,55,Salvador,Cartão,1,Concluído,2025-05-26
4115,Python,788.66,44,Salvador,Cartão,2,Concluído,2025-09-06
4116,Excel,847.85,51,Lauro de Freitas,Boleto,1,Concluído,2025-04-17
4117,Excel,134.34,43,Salvador,PIX,2,Concluído,2025-02-28
4118,Power BI,466.77,50,Camaçari,Boleto,5,Em andamento,2025-02-15
4119,Python,574.6,61,Vitória da Conquista,PIX,5,Concluído,2025-06-29
4120,Python,664.84,60,Lauro de Freitas,PIX,3,Cancelado,2025-10-13
4121,Python,582.57,28,Camaçari,PIX,2,Concluído,2025-01-07
4122,Excel,531.15,27,Camaçari,Cartão,1,Em andamento,2025-10-11
4123,Python,200.93,60,Vitória da Conquista,PIX,2,Concluído,2025-08-23
4124,Power BI,289.6,44,Vitória da Conquista,Cartão,4,Concluído,2025-12-31
4125,Python,802.86,52,Feira de Santana,Cartão,4,Concluído,2025-09-24
4126,Power BI,784.11,55,Lauro de Freitas,PIX,1,Concluído,2025-06-27
4127,Power BI,979.15,56,Lauro de Freitas,Cartão,4,Concluído,2025-02-10
4128,Excel,334.09,48,Vitória da Conquista,Boleto,1,Cancelado,2025-07-14
4129,Python,574.07,64,Camaçari,PIX,3,Concluído,2025-10-15
4130,Python,403.76,49,Salvador,Cartão,4,Concluído,2025-08-09
4131,Power BI,140.79,60,Lauro de Freitas,PIX,4,Concluído,2025-06-05
4132,Python,323.95,23,Lauro de Freitas,Cartão,4,Concluído,2025-03-17
4133,Python,114.53,20,Feira de Santana,PIX,5,Em andamento,2025-06-27
4134,Power BI,485.57,31,Feira de Santana,PIX,4,Concluído,2025-05-04
4135,Python,116.49,30,Salvador,PIX,4,Em andamento,2025-09-04
4136,SQL,197.34,28,Camaçari,Cartão,3,Concluído,2025-09-04
4137,Python,705.87,18,Salvador,Cartão,3,Em andamento,2025-03-12
4138,Excel,958.44,36,Vitória da Conquista,PIX,1,Em andamento,2025-06-25
4139,Python,366.11,20,Lauro de Freitas,Boleto,1,Em andamento,2025-10-28
4140,Excel,926.46,31,Lauro de Freitas,PIX,4,Concluído,2025-05-02
4141,Python,568.29,48,Feira de Santana,PIX,4,Concluído,2025-04-20
4142,Python,111.77,36,Feira de Santana,Boleto,2,Em andamento,2025-01-31
4143,Python,124.65,55,Salvador,PIX,2,Concluído,2025-11-11
4144,SQL,376.39,32,Salvador,PIX,3,Concluído,2025-10-18
4145,Power BI,609.65,59,Camaçari,PIX,3,Concluído,2025-07-18
4146,SQL,237.24,57,Camaçari,Boleto,2,Concluído,2025-09-25
4147,Python,644.97,42,Feira de Santana,Cartão,3,Concluído,2025-06-17
4148,Python,668.55,21,Salvador,Cartão,2,Concluído,2025-03-08
4149,Java,301.91,36,Salvador,PIX,4,Em andamento,2025-08-20
4150,SQL,867.7,24,Feira de Santana,PIX,1,Em andamento,2025-09-23
4151,Python,607.38,20,Vitória da Conquista,Cartão,5,Em andamento,2025-03-26
4152,Excel,794.88,50,Salvador,PIX,1,Concluído,2025-08-09
4153,Power BI,139.0,52,Salvador,Cartão,2,Concluído,2025-09-07
4154,Excel,574.38,36,Vitória da Conquista,PIX,5,Concluído,2025-10-13
4155,Python,443.36,30,Camaçari,Cartão,3,Concluído,2025-07-20
