id_pedido,data_pedido,categoria,produto,preco_unitario,quantidade,desconto,valor_total,cidade,forma_pagamento,status_pedido,avaliacao_cliente
4078,2025-01-07,Informática,Monitor,6315.66,1,0.18,5178.84,Curitiba,Cartão de Crédito,Entregue,5
4079,2025-07-01,Escritório,Impressora,6379.9,1,0.14,5486.71,Curitiba,Cartão de Débito,Entregue,3
4080,2025-10-27,Smartphones,iPhone,7428.13,1,0.05,7056.72,Rio de Janeiro,PIX,Em Transporte,2
4081,2025-10-02,Escritório,Impressora,1284.38,3,0.21,3043.98,São Paulo,Cartão de Crédito,Entregue,4
4082,2025-01-25,Smartphones,iPhone,4996.15,3,0.09,13639.49,Belo Horizonte,Cartão de Débito,Devolvido,1
4083,2025-12-31,Casa,Liquidificador,7003.95,3,0.01,20801.73,Curitiba,Boleto,Entregue,1
4084,2025-06-12,Escritório,Webcam,1948.94,5,0.11,8672.78,São Paulo,Cartão de Crédito,Entregue,4
4085,2025-01-11,Smartphones,iPhone,7089.48,5,0.06,33320.56,Fortaleza,Cartão de Débito,Cancelado,5
4086,2025-02-25,Escritório,Mesa,6742.96,4,0.06,25353.53,Porto Alegre,PIX,Entregue,3
4087,2025-10-21,Escritório,Notebook Stand,3100.44,3,0.17,7720.1,Rio de Janeiro,PIX,Entregue,3
4088,2025-08-18,Games,Xbox Series,2019.99,4,0.06,7595.16,Recife,PIX,Entregue,3
4089,2025-07-06,Escritório,Mesa,5316.28,5,0.29,18872.79,Salvador,Cartão de Débito,Entregue,2
4090,2025-03-22,Escritório,Notebook Stand,4601.35,4,0.14,15828.64,Fortaleza,PIX,Entregue,5
4091,2025-02-22,Smartphones,Redmi,7900.69,4,0.09,28758.51,Salvador,Cartão de Débito,Entregue,4
4092,2025-04-25,Smartphones,Moto G,2002.72,5,0.27,7309.93,Rio de Janeiro,PIX,Entregue,5
4093,2025-01-26,Informática,SSD,4892.14,2,0.02,9588.59,Fortaleza,Boleto,Entregue,5
4094,2025-11-21,Informática,Monitor,1845.46,3,0.27,4041.56,Fortaleza,PIX,Cancelado,1
4095,2025-06-19,Escritório,Notebook Stand,6999.66,2,0.16,11759.43,Salvador,PIX,Entregue,4
4096,2025-02-14,Games,PS5,4249.94,4,0.19,13769.81,Rio de Janeiro,PIX,Em Transporte,4
4097,2025-12-31,Games,PS5,2867.06,4,0.11,10206.73,Fortaleza,Cartão de Débito,Entregue,3
4098,2025-02-24,Informática,SSD,6552.68,4,0.22,20444.36,Porto Alegre,Cartão de Débito,Entregue,5
4099,2025-02-24,Informática,Monitor,6085.73,2,0.05,11562.89,Salvador,Cartão de Crédito,Entregue,1
4100,2025-01-20,Smartphones,iPhone,5252.32,3,0.07,14653.97,Porto Alegre,Boleto,Em Transporte,1
4101,2025-11-27,Games,Headset,4027.98,2,0.14,6928.13,Curitiba,Cartão de Débito,Entregue,2
4102,2025-07-13,Games,Nintendo Switch,6347.77,1,0.29,4506.92,Rio de Janeiro,Cartão de Débito,Entregue,1
4103,2025-04-02,Escritório,Notebook Stand,5523.42,5,0.11,24579.22,Fortaleza,Boleto,Em Transporte,4
4104,2025-03-28,Escritório,Impressora,4731.67,4,0.17,15709.14,Curitiba,Boleto,Entregue,2
4105,2025-12-26,Escritório,Cadeira,1034.4,5,0.2,4137.6,Belo Horizonte,Boleto,Entregue,3
4106,2025-12-18,Casa,Micro-ondas,4914.6,2,0.28,7077.02,Fortaleza,Boleto,Entregue,2
4107,2025-11-12,Smartphones,Poco,4290.16,2,0.14,7379.08,São Paulo,Cartão de Débito,Entregue,3
4108,2025-04-08,Casa,Air Fryer,5831.26,3,0.16,14694.78,Recife,Cartão de Crédito,Entregue,5
4109,2025-05-14,Games,Xbox Series,3994.49,5,0.14,17176.31,Belo Horizonte,Cartão de Débito,Entregue,5
4110,2025-01-15,Escritório,Impressora,4490.55,3,0.27,9834.3,Fortaleza,Cartão de Débito,Entregue,4
4111,2025-09-24,Smartphones,Galaxy,2188.75,4,0.1,7879.5,São Paulo,Cartão de Crédito,Entregue,2
4112,2025-12-16,Smartphones,iPhone,6519.12,5,0.17,27054.35,Curitiba,Cartão de Crédito,Entregue,1
4113,2025-10-02,Informática,Mouse,289.32,3,0.2,694.37,São Paulo,Boleto,Entregue,2
4114,2025-07-03,Escritório,Impressora,4285.44,3,0.22,10027.93,Salvador,Boleto,Cancelado,4
4115,2025-04-02,Games,PS5,6204.09,3,0.13,16192.67,Salvador,Boleto,Entregue,4
4116,2025-11-28,Games,PS5,1014.38,2,0.29,1440.42,Recife,Cartão de Crédito,Cancelado,4
4117,2025-08-24,Games,Nintendo Switch,5176.62,1,0.19,4193.06,Recife,Boleto,Entregue,5
4118,2025-02-09,Games,Controle,6538.86,2,0.2,10462.18,São Paulo,PIX,Entregue,4
4119,2025-07-13,Casa,Cafeteira,406.13,5,0.12,1786.97,Recife,Cartão de Crédito,Entregue,3
4120,2025-01-26,Informática,SSD,4415.47,2,0.23,6799.82,Porto Alegre,Boleto,Entregue,3
4121,2025-04-30,Smartphones,Moto G,1157.1,5,0.25,4339.12,Belo Horizonte,Boleto,Entregue,2
4122,2025-02-15,Casa,Liquidificador,4488.69,1,0.26,3321.63,Belo Horizonte,Cartão de Débito,Entregue,2
4123,2025-02-09,Casa,Ventilador,5830.0,4,0.16,19588.8,Fortaleza,Boleto,Entregue,4
4124,2025-11-18,Informática,Monitor,7762.56,3,0.3,16301.38,Belo Horizonte,Cartão de Débito,Devolvido,1
4125,2025-11-16,Smartphones,Galaxy,2730.25,4,0.14,9392.06,Belo Horizonte,Cartão de Débito,Cancelado,5
4126,2025-10-15,Games,Controle,4559.7,3,0.01,13542.31,Belo Horizonte,Cartão de Débito,Entregue,5
4127,2025-11-19,Casa,Liquidificador,7567.36,3,0.1,20431.87,Porto Alegre,PIX,Entregue,4
4128,2025-04-16,Casa,Cafeteira,936.31,4,0.02,3670.34,Recife,PIX,Entregue,1
4129,2025-08-14,Escritório,Notebook Stand,4843.03,2,0.26,7167.68,Recife,Cartão de Débito,Entregue,2
4130,2025-09-21,Escritório,Impressora,808.18,1,0.22,630.38,Porto Alegre,Cartão de Crédito,Entregue,2
4131,2025-09-19,Escritório,Webcam,6360.37,1,0.18,5215.5,Recife,Boleto,Entregue,4
4132,2025-12-21,Casa,Liquidificador,1935.99,1,0.26,1432.63,Belo Horizonte,Cartão de Crédito,Entregue,4
4133,2025-07-16,Informática,Teclado,2076.17,3,0.09,5667.94,Salvador,PIX,Entregue,3
4134,2025-06-24,Casa,Micro-ondas,3177.45,1,0.18,2605.51,Curitiba,Cartão de Crédito,Entregue,4
4135,2025-04-20,Casa,Micro-ondas,6088.87,3,0.25,13699.96,Rio de Janeiro,Cartão de Débito,Entregue,3
4136,2025-12-15,Smartphones,Galaxy,3121.86,2,0.19,5057.41,Belo Horizonte,Boleto,Cancelado,5
4137,2025-09-13,Informática,Teclado,7477.36,3,0.01,22207.76,Porto Alegre,PIX,Entregue,2
4138,2025-12-11,Games,Controle,2174.36,4,0.18,7131.9,Curitiba,Boleto,Entregue,3
4139,2025-10-10,Smartphones,Poco,3674.37,5,0.14,15799.79,Recife,Cartão de Crédito,Entregue,3
4140,2025-02-21,Informática,Notebook,7665.65,2,0.17,12724.98,Salvador,Cartão de Crédito,Entregue,2
4141,2025-10-22,Games,Nintendo Switch,3733.32,2,0.24,5674.65,Curitiba,PIX,Entregue,1
4142,2025-05-08,Casa,Ventilador,3624.0,1,0.22,2826.72,Recife,Boleto,Cancelado,1
4143,2025-12-15,Escritório,Cadeira,2279.72,4,0.23,7021.54,Salvador,Cartão de Crédito,Entregue,3
4144,2025-09-02,Smartphones,Poco,6932.78,5,0.07,32237.43,Fortaleza,Cartão de Crédito,Entregue,4
4145,2025-08-13,Smartphones,iPhone,7994.09,2,0.14,13749.83,Salvador,Cartão de Débito,Entregue,2
4146,2025-05-07,Casa,Cafeteira,4806.88,5,0.13,20909.93,Porto Alegre,Cartão de Débito,Entregue,3
4147,2025-12-15,Casa,Ventilador,7317.15,1,0.11,6512.26,Fortaleza,Boleto,Entregue,2
4148,2025-10-12,Games,Xbox Series,4922.65,3,0.24,11223.64,Salvador,Cartão de Débito,Entregue,4
4149,2025-09-06,Escritório,Cadeira,6214.68,3,0.23,14355.91,Salvador,PIX,Em Transporte,2
4150,2025-04-30,Smartphones,Poco,1976.52,1,0.16,1660.28,Fortaleza,Cartão de Débito,Em Transporte,1
4151,2025-02-09,Informática,Monitor,5793.14,5,0.1,26069.13,Porto Alegre,Cartão de Crédito,Entregue,2
4152,2025-11-20,Games,Xbox Series,2791.23,1,0.16,2344.63,Rio de Janeiro,PIX,Entregue,3
4153,2025-11-30,Games,PS5,147.31,5,0.03,714.45,Rio de Janeiro,PIX,Em Transporte,3
4154,2025-09-13,Games,PS5,3967.37,5,0.06,18646.64,Porto Alegre,Cartão de Crédito,Entregue,3
4155,2025-04-26,Casa,Air Fryer,717.85,3,0.04,2067.41,Salvador,PIX,Entregue,4
4156,2025-01-11,Informática,Notebook,698.34,3,0.25,1571.26,Rio de Janeiro,Cartão de Crédito,Cancelado,1
4157,2025-01-14,Escritório,Cadeira,855.46,2,0.2,1368.74,São Paulo,Cartão de Crédito,Entregue,3
4158,2025-07-01,Games,Nintendo Switch,2819.45,2,0.06,5300.57,Curitiba,Cartão de Crédito,Entregue,2
4159,2025-05-31,Informática,SSD,1487.17,3,0.1,4015.36,Porto Alegre,Cartão de Débito,Cancelado,3
4160,2025-07-15,Casa,Liquidificador,1435.42,2,0.05,2727.3,Belo Horizonte,Cartão de Crédito,Devolvido,1
4161,2025-05-29,Games,Controle,7069.28,2,0.13,12300.55,Porto Alegre,Cartão de Crédito,Entregue,1
4162,2025-07-03,Games,Nintendo Switch,7709.67,5,0.24,29296.75,Salvador,Boleto,Entregue,1
4163,2025-04-06,Informática,Teclado,5102.53,2,0.09,9286.6,Salvador,PIX,Em Transporte,2
4164,2025-11-23,Escritório,Webcam,5480.03,4,0.3,15344.08,Belo Horizonte,Boleto,Entregue,2
4165,2025-06-29,Informática,Notebook,652.07,1,0.09,593.38,Belo Horizonte,Cartão de Crédito,Em Transporte,5
4166,2025-02-12,Escritório,Impressora,3976.95,1,0.29,2823.63,São Paulo,Boleto,Em Transporte,1
4167,2025-07-18,Escritório,Notebook Stand,7650.04,2,0.23,11781.06,Rio de Janeiro,Cartão de Crédito,Entregue,1
4168,2025-12-22,Informática,Mouse,4211.43,1,0.22,3284.92,Belo Horizonte,PIX,Entregue,4
4169,2025-02-02,Smartphones,iPhone,6934.18,1,0.17,5755.37,Rio de Janeiro,Boleto,Entregue,1
4170,2025-11-28,Smartphones,Moto G,2201.34,2,0.03,4270.6,Porto Alegre,Boleto,Entregue,1
4171,2025-07-03,Smartphones,Moto G,4121.73,2,0.1,7419.11,Belo Horizonte,Cartão de Débito,Entregue,1
4172,2025-03-18,Escritório,Cadeira,1629.8,1,0.18,1336.44,São Paulo,Cartão de Débito,Em Transporte,2
4173,2025-01-07,Informática,Monitor,5471.8,5,0.0,27359.0,Salvador,PIX,Entregue,3
4174,2025-09-21,Games,Controle,3575.95,2,0.22,5578.48,Rio de Janeiro,PIX,Entregue,4
4175,2025-08-23,Casa,Liquidificador,6675.34,5,0.23,25700.06,Recife,PIX,Em Transporte,2
4176,2025-06-13,Smartphones,Poco,997.09,4,0.18,3270.46,Porto Alegre,Boleto,Devolvido,1
4177,2025-01-06,Casa,Ventilador,6132.59,2,0.23,9444.19,Curitiba,Cartão de Débito,Entregue,5
4178,2025-08-16,Smartphones,iPhone,4245.37,1,0.12,3735.93,São Paulo,Cartão de Débito,Entregue,3
4179,2025-01-30,Smartphones,Moto G,2215.65,2,0.29,3146.22,São Paulo,Cartão de Crédito,Em Transporte,5
4180,2025-01-03,Informática,Teclado,7913.17,3,0.09,21602.95,Salvador,Cartão de Débito,Em Transporte,1
4181,2025-09-04,Informática,Notebook,3801.03,5,0.17,15774.27,Porto Alegre,Cartão de Crédito,Entregue,1
4182,2025-05-02,Casa,Micro-ondas,3838.67,3,0.25,8637.01,Porto Alegre,Boleto,Entregue,4
4183,2025-02-25,Smartphones,Moto G,6669.61,2,0.03,12939.04,Fortaleza,Cartão de Débito,Entregue,4
4184,2025-10-28,Smartphones,Moto G,7518.09,3,0.02,22103.18,Porto Alegre,PIX,Entregue,4
4185,2025-07-06,Smartphones,Poco,363.27,4,0.11,1293.24,Curitiba,Boleto,Entregue,1
4186,2025-01-29,Smartphones,Moto G,1358.87,4,0.03,5272.42,Porto Alegre,Boleto,Em Transporte,3
4187,2025-02-15,Escritório,Mesa,4055.73,3,0.12,10707.13,São Paulo,PIX,Entregue,5
4188,2025-01-20,Smartphones,Redmi,313.39,4,0.12,1103.13,Salvador,Boleto,Em Transporte,3
4189,2025-01-20,Escritório,Cadeira,5272.84,1,0.23,4060.09,Porto Alegre,PIX,Entregue,2
4190,2025-12-17,Informática,Teclado,1105.26,3,0.28,2387.36,Salvador,Cartão de Crédito,Devolvido,5
4191,2025-04-06,Casa,Air Fryer,7803.91,5,0.22,30435.25,Rio de Janeiro,Cartão de Crédito,Entregue,3
4192,2025-01-12,Casa,Liquidificador,6022.1,5,0.09,27400.56,Salvador,Cartão de Débito,Entregue,2
4193,2025-09-22,Casa,Ventilador,7473.01,2,0.13,13003.04,Salvador,PIX,Entregue,1
4194,2025-06-09,Games,Controle,4920.5,4,0.18,16139.24,Curitiba,Cartão de Débito,Entregue,5
4195,2025-03-20,Casa,Micro-ondas,2876.59,1,0.23,2214.97,Recife,Boleto,Entregue,3
4196,2025-09-15,Informática,Notebook,2684.98,1,0.12,2362.78,Belo Horizonte,Cartão de Crédito,Entregue,1
4197,2025-12-07,Escritório,Webcam,6219.2,4,0.05,23632.96,Porto Alegre,Boleto,Entregue,2
4198,2025-11-06,Informática,Mouse,1925.1,2,0.12,3388.18,Porto Alegre,Cartão de Crédito,Entregue,2
4199,2025-05-31,Informática,Mouse,7302.13,2,0.15,12413.62,São Paulo,Cartão de Débito,Entregue,4
4200,2025-12-28,Games,Xbox Series,7609.77,4,0.01,30134.69,Belo Horizonte,Cartão de Crédito,Em Transporte,3
4201,2025-05-03,Escritório,Webcam,5728.42,4,0.1,20622.31,Recife,PIX,Em Transporte,3
4202,2025-04-06,Games,Xbox Series,2050.9,3,0.27,4491.47,Belo Horizonte,Boleto,Entregue,1
4203,2025-09-14,Escritório,Cadeira,7026.69,2,0.06,13210.18,Rio de Janeiro,Cartão de Débito,Entregue,1
4204,2025-03-12,Escritório,Cadeira,6691.39,2,0.25,10037.09,Recife,PIX,Entregue,1
4205,2025-05-04,Casa,Air Fryer,6526.97,2,0.11,11618.01,Rio de Janeiro,Boleto,Cancelado,4
4206,2025-09-14,Smartphones,Galaxy,247.95,3,0.17,617.4,Recife,PIX,Entregue,2
4207,2025-08-29,Casa,Cafeteira,3643.4,4,0.19,11804.62,Rio de Janeiro,Cartão de Débito,Entregue,1
4208,2025-11-25,Informática,Mouse,2719.71,4,0.2,8703.07,Porto Alegre,Cartão de Débito,Entregue,1
4209,2025-11-17,Casa,Micro-ondas,6745.12,5,0.12,29678.53,Rio de Janeiro,PIX,Em Transporte,2
4210,2025-02-17,Smartphones,Poco,3477.0,3,0.19,8449.11,Curitiba,PIX,Cancelado,3
4211,2025-05-10,Informática,Monitor,6931.62,1,0.11,6169.14,Porto Alegre,Cartão de Débito,Entregue,5
4212,2025-10-01,Casa,Cafeteira,3829.08,2,0.19,6203.11,Porto Alegre,PIX,Em Transporte,2
4213,2025-02-02,Casa,Micro-ondas,1140.13,3,0.16,2873.13,Fortaleza,Cartão de Crédito,Entregue,3
4214,2025-04-17,Casa,Micro-ondas,3392.84,3,0.14,8753.53,São Paulo,PIX,Entregue,1
4215,2025-09-07,Escritório,Notebook Stand,6806.54,3,0.2,16335.7,Fortaleza,Cartão de Débito,Entregue,5
4216,2025-07-05,Informática,Notebook,3434.52,5,0.28,12364.27,São Paulo,Boleto,Entregue,1
4217,2025-10-02,Escritório,Cadeira,3220.5,2,0.28,4637.52,Fortaleza,Cartão de Débito,Entregue,1
4218,2025-11-07,Smartphones,Galaxy,5114.12,3,0.07,14268.39,Recife,PIX,Entregue,2
4219,2025-10-14,Informática,Notebook,3448.53,1,0.24,2620.88,Porto Alegre,Cartão de Crédito,Em Transporte,3
4220,2025-04-30,Escritório,Notebook Stand,977.24,3,0.14,2521.28,São Paulo,Cartão de Crédito,Entregue,2
4221,2025-06-13,Escritório,Notebook Stand,3196.59,2,0.14,5498.13,Curitiba,Cartão de Crédito,Em Transporte,5
4222,2025-07-24,Escritório,Cadeira,738.33,5,0.27,2694.9,Salvador,Cartão de Débito,Entregue,1
4223,2025-12-19,Informática,SSD,7843.22,5,0.26,29019.91,Curitiba,PIX,Entregue,4
4224,2025-03-10,Games,Controle,964.4,3,0.28,2083.1,Belo Horizonte,Boleto,Entregue,5
4225,2025-07-22,Escritório,Cadeira,729.8,2,0.01,1445.0,Salvador,Cartão de Crédito,Entregue,5
4226,2025-11-16,Games,Xbox Series,5997.85,4,0.11,21352.35,Recife,Boleto,Entregue,4
4227,2025-03-18,Casa,Micro-ondas,7441.29,4,0.29,21133.26,Curitiba,Cartão de Crédito,Entregue,3
4228,2025-04-07,Informática,Notebook,1869.43,2,0.23,2878.92,Curitiba,Boleto,Entregue,4
4229,2025-10-11,Casa,Cafeteira,7208.81,3,0.27,15787.29,Salvador,Boleto,Entregue,3
4230,2025-03-05,Casa,Micro-ondas,7309.94,2,0.21,11549.71,Belo Horizonte,Cartão de Crédito,Em Transporte,2
4231,2025-01-25,Informática,Monitor,738.85,3,0.21,1751.07,Belo Horizonte,PIX,Entregue,2
4232,2025-04-29,Escritório,Notebook Stand,3301.7,3,0.07,9211.74,Belo Horizonte,PIX,Entregue,3
4233,2025-03-03,Games,Xbox Series,2188.96,1,0.05,2079.51,Salvador,PIX,Entregue,3
4234,2025-09-28,Informática,SSD,6374.8,5,0.07,29642.82,São Paulo,Cartão de Crédito,Entregue,1
4235,2025-08-25,Escritório,Mesa,4537.58,1,0.04,4356.08,Belo Horizonte,Cartão de Crédito,Em Transporte,5
4236,2025-08-28,Informática,Teclado,3464.66,1,0.22,2702.43,São Paulo,Boleto,Entregue,5
4237,2025-12-28,Smartphones,Moto G,5760.13,4,0.12,20275.66,São Paulo,Boleto,Entregue,1
4238,2025-07-17,Casa,Liquidificador,3638.6,3,0.01,10806.64,Rio de Janeiro,Cartão de Débito,Em Transporte,4
4239,2025-03-25,Informática,Teclado,7730.96,5,0.11,34402.77,Salvador,Boleto,Em Transporte,2
4240,2025-12-02,Smartphones,Redmi,7568.52,3,0.21,17937.39,Recife,PIX,Em Transporte,2
4241,2025-03-20,Informática,Notebook,510.59,3,0.19,1240.73,Curitiba,Cartão de Débito,Entregue,3
4242,2025-08-29,Informática,Teclado,7378.3,4,0.05,28037.54,Fortaleza,PIX,Entregue,5
4243,2025-05-03,Informática,Notebook,6887.62,1,0.28,4959.09,Salvador,Cartão de Débito,Entregue,1
4244,2025-08-12,Informática,Teclado,6074.72,2,0.02,11906.45,São Paulo,Cartão de Crédito,Entregue,3
4245,2025-10-25,Escritório,Webcam,5642.43,3,0.02,16588.74,Curitiba,Cartão de Crédito,Em Transporte,5
4246,2025-08-16,Informática,Teclado,5767.11,3,0.04,16609.28,Belo Horizonte,Boleto,Entregue,2
4247,2025-02-07,Games,Controle,431.52,5,0.12,1898.69,São Paulo,PIX,Entregue,3
4248,2025-08-01,Smartphones,Redmi,1135.5,4,0.12,3996.96,Belo Horizonte,Boleto,Em Transporte,4
4249,2025-03-21,Informática,Notebook,7718.08,2,0.15,13120.74,Porto Alegre,Boleto,Entregue,5
4250,2025-05-08,Casa,Micro-ondas,4872.29,1,0.06,4579.95,Curitiba,Cartão de Débito,Entregue,3
4251,2025-04-03,Smartphones,iPhone,4197.0,5,0.26,15528.9,Fortaleza,PIX,Entregue,2
4252,2025-08-02,Games,PS5,6970.64,3,0.12,18402.49,Rio de Janeiro,Boleto,Devolvido,5
4253,2025-12-11,Informática,Teclado,4780.6,5,0.11,21273.67,Rio de Janeiro,PIX,Entregue,4
4254,2025-01-08,Casa,Liquidificador,7454.53,4,0.17,24749.04,Curitiba,Boleto,Entregue,4
4255,2025-01-21,Games,Nintendo Switch,6945.11,4,0.24,21113.13,Belo Horizonte,Boleto,Entregue,5
4256,2025-10-09,Smartphones,Moto G,7742.65,3,0.19,18814.64,Salvador,Boleto,Entregue,3
4257,2025-09-09,Games,Headset,3062.48,5,0.14,13168.66,Curitiba,Cartão de Crédito,Entregue,1
4258,2025-11-30,Smartphones,Redmi,3632.7,3,0.15,9263.38,Porto Alegre,Boleto,Entregue,2
4259,2025-10-07,Informática,SSD,5843.67,4,0.24,17764.76,Curitiba,Boleto,Cancelado,5
4260,2025-09-16,Casa,Air Fryer,3250.86,4,0.27,9492.51,Recife,Boleto,Entregue,1
4261,2025-11-11,Escritório,Impressora,1830.66,5,0.02,8970.23,Porto Alegre,Cartão de Débito,Em Transporte,4
4262,2025-04-22,Smartphones,iPhone,2271.0,3,0.26,5041.62,Salvador,Boleto,Entregue,5
4263,2025-03-30,Games,Headset,4620.2,4,0.21,14599.83,Salvador,PIX,Entregue,2
4264,2025-03-25,Smartphones,iPhone,2687.17,2,0.07,4998.14,Porto Alegre,PIX,Entregue,2
4265,2025-07-27,Casa,Cafeteira,2994.6,5,0.26,11080.02,São Paulo,PIX,Entregue,4
4266,2025-04-02,Games,Controle,3267.47,3,0.05,9312.29,Belo Horizonte,Cartão de Crédito,Devolvido,1
4267,2025-09-16,Games,Nintendo Switch,2761.9,3,0.16,6959.99,Salvador,Boleto,Entregue,2
4268,2025-09-28,Games,PS5,7922.23,3,0.27,17349.68,Porto Alegre,Cartão de Crédito,Em Transporte,3
4269,2025-06-15,Smartphones,iPhone,251.78,4,0.29,715.06,São Paulo,Cartão de Débito,Entregue,3
4270,2025-05-26,Escritório,Webcam,3191.2,4,0.25,9573.6,Recife,Cartão de Débito,Entregue,5
4271,2025-04-17,Smartphones,iPhone,3284.09,1,0.25,2463.07,Belo Horizonte,Cartão de Crédito,Entregue,1
4272,2025-09-09,Games,Headset,6851.71,4,0.25,20555.13,Fortaleza,Cartão de Débito,Entregue,1
4273,2025-09-13,Escritório,Cadeira,2074.35,1,0.12,1825.43,Recife,PIX,Entregue,3
4274,2025-08-31,Games,Headset,4848.19,3,0.21,11490.21,Salvador,PIX,Entregue,1
4275,2025-04-19,Escritório,Notebook Stand,801.38,1,0.15,681.17,Salvador,Cartão de Crédito,Entregue,4
4276,2025-05-26,Casa,Micro-ondas,2951.75,2,0.05,5608.32,São Paulo,Boleto,Entregue,5
4277,2025-06-05,Casa,Air Fryer,6759.68,2,0.19,10950.68,Recife,Cartão de Débito,Em Transporte,2
4278,2025-08-23,Games,Xbox Series,4811.6,1,0.28,3464.35,Porto Alegre,Boleto,Entregue,1
4279,2025-08-11,Escritório,Mesa,3357.03,3,0.2,8056.87,São Paulo,Cartão de Crédito,Cancelado,4
4280,2025-03-31,Escritório,Notebook Stand,3291.55,2,0.05,6253.94,Belo Horizonte,Cartão de Crédito,Entregue,5
4281,2025-12-12,Games,Headset,971.25,1,0.27,709.01,Salvador,Boleto,Entregue,1
4282,2025-02-24,Smartphones,Redmi,6525.75,2,0.29,9266.56,São Paulo,Cartão de Crédito,Entregue,4
4283,2025-12-01,Informática,Notebook,6933.47,5,0.06,32587.31,Fortaleza,Boleto,Entregue,5
4284,2025-12-27,Smartphones,Poco,1190.02,5,0.06,5593.09,Recife,Boleto,Entregue,3
4285,2025-10-25,Games,PS5,389.52,1,0.2,311.62,Fortaleza,PIX,Entregue,5
4286,2025-03-31,Smartphones,Poco,1283.36,2,0.19,2079.04,Curitiba,Cartão de Crédito,Em Transporte,3
4287,2025-04-08,Escritório,Webcam,7782.79,3,0.08,21480.5,Recife,Boleto,Entregue,5
4288,2025-01-07,Games,Headset,803.83,2,0.07,1495.12,São Paulo,PIX,Em Transporte,5
4289,2025-01-01,Informática,Teclado,2971.53,4,0.29,8439.15,São Paulo,Boleto,Em Transporte,3
4290,2025-07-07,Games,Nintendo Switch,2418.12,1,0.21,1910.31,Recife,Cartão de Débito,Entregue,3
4291,2025-05-02,Casa,Ventilador,7237.89,3,0.04,20845.12,Rio de Janeiro,PIX,Em Transporte,4
4292,2025-09-14,Games,Headset,6586.48,2,0.17,10933.56,Curitiba,PIX,Cancelado,2
4293,2025-04-15,Games,Controle,2873.24,4,0.07,10688.45,Belo Horizonte,Cartão de Crédito,Em Transporte,1
4294,2025-12-19,Games,Controle,7971.72,3,0.14,20567.04,Fortaleza,PIX,Entregue,4
4295,2025-06-07,Informática,Notebook,7096.21,1,0.21,5606.01,São Paulo,Cartão de Débito,Entregue,1
4296,2025-07-04,Games,Nintendo Switch,845.87,5,0.21,3341.19,Curitiba,Cartão de Crédito,Entregue,1
4297,2025-06-26,Games,Nintendo Switch,6717.8,2,0.11,11957.68,Salvador,Boleto,Devolvido,5
4298,2025-06-10,Games,Nintendo Switch,1920.96,5,0.2,7683.84,Curitiba,Cartão de Crédito,Entregue,5
4299,2025-09-14,Escritório,Impressora,6369.54,1,0.1,5732.59,Recife,Cartão de Débito,Entregue,5
4300,2025-09-10,Informática,SSD,7797.19,5,0.28,28069.88,Salvador,PIX,Entregue,3
4301,2025-04-23,Smartphones,Poco,2541.65,5,0.09,11564.51,São Paulo,PIX,Entregue,5
4302,2025-03-24,Games,Headset,6558.86,3,0.2,15741.26,Rio de Janeiro,Cartão de Débito,Entregue,2
4303,2025-01-23,Smartphones,Poco,4455.36,3,0.06,12564.12,Curitiba,Cartão de Débito,Entregue,3
4304,2025-02-18,Informática,Notebook,2864.02,5,0.28,10310.47,Recife,Cartão de Débito,Entregue,5
4305,2025-04-05,Informática,Monitor,3435.76,2,0.26,5084.92,Curitiba,PIX,Entregue,1
4306,2025-10-16,Smartphones,iPhone,5259.94,4,0.14,18094.19,Rio de Janeiro,PIX,Entregue,4
4307,2025-02-07,Casa,Ventilador,637.05,1,0.09,579.72,Fortaleza,Cartão de Débito,Entregue,4
4308,2025-07-31,Casa,Micro-ondas,7510.95,4,0.26,22232.41,Salvador,Cartão de Débito,Entregue,3
4309,2025-07-18,Smartphones,Redmi,3487.47,3,0.06,9834.67,Curitiba,PIX,Entregue,5
4310,2025-09-16,Smartphones,Poco,5459.35,5,0.14,23475.2,São Paulo,Cartão de Débito,Entregue,5
4311,2025-11-04,Casa,Micro-ondas,5883.91,1,0.27,4295.25,São Paulo,Boleto,Entregue,1
4312,2025-12-31,Casa,Air Fryer,1597.18,4,0.29,4535.99,Fortaleza,Cartão de Débito,Entregue,1
4313,2025-12-19,Informática,Teclado,237.54,2,0.2,380.06,Recife,Boleto,Entregue,3
4314,2025-05-26,Smartphones,Redmi,2548.61,2,0.03,4944.3,Recife,Cartão de Crédito,Cancelado,4
4315,2025-08-10,Games,Xbox Series,885.66,1,0.28,637.68,São Paulo,Cartão de Débito,Entregue,5
4316,2025-02-24,Games,Controle,4672.87,4,0.0,18691.48,São Paulo,Boleto,Entregue,1
4317,2025-07-13,Escritório,Impressora,1338.6,1,0.03,1298.44,Porto Alegre,PIX,Em Transporte,2
4318,2025-01-12,Escritório,Webcam,3301.59,4,0.22,10300.96,Fortaleza,Cartão de Crédito,Em Transporte,1
4319,2025-09-26,Games,Headset,4994.38,4,0.26,14783.36,Rio de Janeiro,Cartão de Débito,Entregue,3
4320,2025-03-15,Games,Headset,6701.1,5,0.21,26469.35,Belo Horizonte,Boleto,Em Transporte,5
4321,2025-02-27,Informática,Monitor,3100.72,2,0.17,5147.2,Fortaleza,Cartão de Débito,Entregue,1
