id_conteudo,titulo,tipo,genero,ano_lancamento,duracao_minutos,temporadas,quantidade_episodios,classificacao_indicativa,idioma_original,pais_producao,plataforma,avaliacao_publico,quantidade_avaliacoes,orcamento_milhoes,premios_recebidos
3816,Código Sombrio 3816,Filme,Comédia,1999,87,1,1,10 anos,Japonês,Coreia do Sul,StreamFlix,3.6,314518,90.53,22
3817,O Último Horizonte 3817,Série,Suspense,2009,52,2,115,Livre,Japonês,EUA,Vision,2.2,98074,75.44,0
3818,Amor em Paris 3818,Série,Terror,2020,40,1,96,16 anos,Japonês,Inglaterra,PlayTV,3.3,152606,82.76,21
3819,O Investigador 3819,Filme,Comédia,2011,159,1,1,18 anos,Espanhol,Brasil,Cinema+,4.1,12240,31.43,14
3820,Código Sombrio 3820,Série,Suspense,2017,31,8,54,18 anos,Português,Brasil,MegaStream,2.1,420209,239.86,13
3821,Código Sombrio 3821,Filme,Ficção Científica,2022,97,1,1,14 anos,Português,França,StreamFlix,1.1,330443,1.87,7
3822,Mistérios da Cidade 3822,Série,Drama,2006,46,6,39,14 anos,Inglês,Japão,Vision,3.2,36659,116.72,25
3823,O Investigador 3823,Série,Ação,2009,32,4,66,10 anos,Japonês,Japão,StreamFlix,3.6,390759,134.03,0
3824,O Investigador 3824,Série,Terror,1994,39,5,84,Livre,Português,EUA,Cinema+,3.2,11062,114.36,12
3825,Aventura no Espaço 3825,Filme,Romance,2010,178,1,1,Livre,Japonês,Inglaterra,PlayTV,3.7,467947,214.24,13
3826,Operação Final 3826,Filme,Comédia,1993,164,1,1,18 anos,Português,Coreia do Sul,Vision,1.5,121493,65.5,4
3827,O Último Horizonte 3827,Série,Suspense,2012,51,3,110,14 anos,Japonês,EUA,Cinema+,3.0,257681,136.06,14
3828,Aventura no Espaço 3828,Filme,Fantasia,2007,146,1,1,14 anos,Japonês,EUA,Cinema+,4.5,36945,218.02,24
3829,Amor em Paris 3829,Filme,Comédia,2003,109,1,1,12 anos,Francês,França,MegaStream,2.1,202186,102.1,0
3830,O Reino Perdido 3830,Série,Ação,2019,28,6,28,12 anos,Espanhol,Inglaterra,Cinema+,3.6,334096,107.27,18
3831,Mistérios da Cidade 3831,Série,Fantasia,2011,53,6,42,14 anos,Português,Inglaterra,MegaStream,3.1,457163,177.26,11
3832,Amor em Paris 3832,Série,Ação,2007,53,2,115,12 anos,Francês,EUA,MegaStream,1.1,47377,185.95,18
3833,O Último Horizonte 3833,Filme,Fantasia,2019,88,1,1,12 anos,Francês,EUA,StreamFlix,2.0,325061,66.68,19
3834,Código Sombrio 3834,Série,Romance,2000,59,6,101,12 anos,Japonês,EUA,MegaStream,4.9,120552,249.7,2
3835,Além do Tempo 3835,Filme,Ação,2013,85,1,1,18 anos,Português,Japão,PlayTV,3.6,58324,38.99,13
3836,Aventura no Espaço 3836,Série,Ação,2017,47,1,98,14 anos,Francês,Coreia do Sul,Vision,2.5,47646,14.36,9
3837,Mistérios da Cidade 3837,Série,Fantasia,1993,31,6,44,12 anos,Francês,Inglaterra,PlayTV,2.1,208503,5.06,11
3838,Risos de Família 3838,Filme,Comédia,2002,136,1,1,10 anos,Francês,Inglaterra,StreamFlix,4.4,310435,177.61,24
3839,Amor em Paris 3839,Filme,Terror,1994,81,1,1,12 anos,Inglês,Inglaterra,StreamFlix,4.8,47513,158.6,10
3840,Amor em Paris 3840,Filme,Suspense,2022,141,1,1,10 anos,Espanhol,Japão,MegaStream,1.9,154464,1.93,20
3841,Aventura no Espaço 3841,Série,Fantasia,1998,46,1,20,12 anos,Espanhol,França,StreamFlix,3.7,290712,105.53,2
3842,Amor em Paris 3842,Filme,Drama,2016,161,1,1,16 anos,Japonês,EUA,MegaStream,4.4,393191,172.58,21
3843,Amor em Paris 3843,Série,Suspense,2010,30,5,90,16 anos,Francês,EUA,PlayTV,1.7,406903,49.05,16
3844,Amor em Paris 3844,Filme,Suspense,2023,84,1,1,18 anos,Inglês,Japão,MegaStream,2.4,296821,107.06,24
3845,Operação Final 3845,Série,Fantasia,2016,53,8,20,18 anos,Inglês,Japão,StreamFlix,2.4,334836,196.13,11
3846,O Reino Perdido 3846,Série,Comédia,2009,38,3,88,Livre,Francês,Japão,PlayTV,4.6,118321,75.24,15
3847,Aventura no Espaço 3847,Série,Ficção Científica,2022,41,4,76,18 anos,Espanhol,Inglaterra,StreamFlix,3.8,415421,206.62,8
3848,O Investigador 3848,Filme,Drama,1996,113,1,1,14 anos,Francês,Inglaterra,MegaStream,1.4,412221,186.63,7
3849,O Reino Perdido 3849,Filme,Terror,2024,107,1,1,14 anos,Francês,Inglaterra,Cinema+,1.6,405318,33.8,18
3850,O Último Horizonte 3850,Série,Terror,1999,24,8,7,14 anos,Português,Inglaterra,MegaStream,2.9,439199,178.89,10
3851,Risos de Família 3851,Série,Drama,1991,36,8,102,Livre,Japonês,Inglaterra,Vision,2.1,377093,103.06,20
3852,Amor em Paris 3852,Filme,Romance,2010,158,1,1,14 anos,Espanhol,Japão,PlayTV,1.9,426647,133.57,22
3853,O Reino Perdido 3853,Filme,Ação,2008,166,1,1,16 anos,Inglês,Inglaterra,StreamFlix,1.3,234297,117.38,6
3854,O Investigador 3854,Filme,Ficção Científica,2003,164,1,1,16 anos,Japonês,Japão,PlayTV,1.9,421663,3.19,17
3855,Código Sombrio 3855,Filme,Suspense,1995,158,1,1,14 anos,Espanhol,França,StreamFlix,4.6,91049,8.36,3
3856,Código Sombrio 3856,Série,Drama,2007,48,3,118,14 anos,Japonês,França,PlayTV,2.0,149514,184.11,9
3857,Operação Final 3857,Filme,Ação,2017,147,1,1,14 anos,Português,EUA,MegaStream,2.4,245942,205.13,19
3858,Mistérios da Cidade 3858,Série,Ficção Científica,2010,55,8,97,10 anos,Português,França,StreamFlix,1.3,272569,71.04,16
3859,Além do Tempo 3859,Filme,Drama,1996,150,1,1,14 anos,Português,Coreia do Sul,PlayTV,1.2,241473,176.36,15
3860,Amor em Paris 3860,Filme,Comédia,2006,98,1,1,12 anos,Português,Japão,StreamFlix,2.8,80550,50.32,23
3861,O Último Horizonte 3861,Série,Terror,1997,22,3,60,10 anos,Francês,Coreia do Sul,StreamFlix,3.9,100449,213.21,3
3862,Além do Tempo 3862,Filme,Ação,1990,89,1,1,Livre,Português,EUA,StreamFlix,4.8,168962,28.1,17
3863,Mistérios da Cidade 3863,Filme,Ação,1997,102,1,1,12 anos,Japonês,França,Cinema+,3.0,440270,248.77,25
3864,Amor em Paris 3864,Filme,Fantasia,2020,80,1,1,16 anos,Espanhol,França,Cinema+,3.0,387211,37.17,8
3865,Aventura no Espaço 3865,Filme,Fantasia,1991,85,1,1,14 anos,Inglês,Brasil,StreamFlix,3.1,260432,104.61,15
3866,O Reino Perdido 3866,Série,Ação,2003,43,7,79,12 anos,Espanhol,Japão,Cinema+,4.0,277925,154.38,19
3867,O Investigador 3867,Filme,Comédia,1997,170,1,1,14 anos,Inglês,Japão,Vision,2.0,328328,101.76,10
3868,Código Sombrio 3868,Série,Ficção Científica,1993,45,6,90,14 anos,Português,França,Cinema+,4.2,194205,96.99,8
3869,O Último Horizonte 3869,Filme,Romance,1996,159,1,1,12 anos,Espanhol,Japão,MegaStream,3.1,235287,224.68,21
3870,Aventura no Espaço 3870,Série,Terror,2000,32,1,62,16 anos,Inglês,Brasil,StreamFlix,4.9,254335,126.96,9
3871,Operação Final 3871,Série,Fantasia,2022,31,5,112,10 anos,Japonês,Brasil,PlayTV,4.7,340203,201.77,20
3872,O Reino Perdido 3872,Filme,Terror,1994,113,1,1,10 anos,Inglês,Brasil,Vision,4.2,200,143.79,0
3873,Aventura no Espaço 3873,Filme,Terror,2021,140,1,1,16 anos,Espanhol,Coreia do Sul,StreamFlix,1.7,99071,172.17,11
3874,Mistérios da Cidade 3874,Filme,Drama,2019,126,1,1,10 anos,Inglês,Brasil,PlayTV,2.2,359385,230.72,3
3875,Amor em Paris 3875,Série,Comédia,2002,37,1,87,12 anos,Português,Inglaterra,StreamFlix,3.3,128220,118.15,9
3876,O Último Horizonte 3876,Filme,Comédia,2026,149,1,1,10 anos,Japonês,Japão,Cinema+,4.6,320032,241.51,9
3877,O Último Horizonte 3877,Série,Terror,1990,33,3,41,10 anos,Espanhol,França,MegaStream,3.8,130351,243.76,3
3878,Mistérios da Cidade 3878,Filme,Ação,2016,163,1,1,12 anos,Japonês,Japão,StreamFlix,1.2,188388,94.42,12
3879,O Investigador 3879,Série,Ficção Científica,2011,43,8,28,Livre,Espanhol,Inglaterra,Vision,2.5,378515,242.89,3
3880,Código Sombrio 3880,Filme,Suspense,2021,174,1,1,14 anos,Japonês,Brasil,StreamFlix,2.6,342111,200.07,19
3881,O Investigador 3881,Filme,Drama,2015,168,1,1,18 anos,Japonês,Japão,StreamFlix,3.5,188238,42.37,23
3882,O Reino Perdido 3882,Filme,Terror,1992,179,1,1,12 anos,Inglês,Brasil,PlayTV,2.6,140049,184.26,5
3883,Risos de Família 3883,Filme,Fantasia,1999,155,1,1,14 anos,Português,Coreia do Sul,Vision,3.2,322641,76.95,19
3884,Amor em Paris 3884,Filme,Ficção Científica,2000,120,1,1,14 anos,Japonês,Coreia do Sul,MegaStream,2.8,83186,20.83,16
3885,O Investigador 3885,Série,Ação,2017,58,1,48,16 anos,Português,Inglaterra,StreamFlix,2.9,322991,1.42,16
3886,O Reino Perdido 3886,Série,Comédia,2016,59,1,25,10 anos,Francês,Brasil,PlayTV,5.0,16672,74.94,16
3887,O Último Horizonte 3887,Série,Ficção Científica,2008,51,1,74,10 anos,Português,EUA,StreamFlix,4.6,179939,40.02,5
3888,Mistérios da Cidade 3888,Filme,Fantasia,2019,138,1,1,10 anos,Francês,Inglaterra,PlayTV,2.0,102222,98.75,24
3889,O Último Horizonte 3889,Filme,Suspense,2024,152,1,1,10 anos,Português,França,PlayTV,4.4,59057,79.01,23
3890,O Reino Perdido 3890,Filme,Ação,2001,93,1,1,18 anos,Inglês,EUA,MegaStream,3.6,315593,38.03,9
3891,Código Sombrio 3891,Série,Comédia,1994,39,3,25,18 anos,Português,Inglaterra,PlayTV,3.2,263882,35.9,0
3892,Mistérios da Cidade 3892,Filme,Fantasia,1992,97,1,1,12 anos,Japonês,Japão,PlayTV,1.7,145409,174.78,4
3893,O Investigador 3893,Série,Comédia,2017,54,5,12,14 anos,Espanhol,França,StreamFlix,1.1,64432,241.29,21
3894,Operação Final 3894,Série,Terror,1996,41,4,71,14 anos,Francês,Brasil,MegaStream,3.6,134047,124.23,4
3895,Risos de Família 3895,Filme,Romance,1993,142,1,1,10 anos,Francês,Inglaterra,MegaStream,4.5,210965,74.82,18
3896,Além do Tempo 3896,Filme,Comédia,2004,141,1,1,10 anos,Inglês,Japão,Vision,2.2,312124,182.67,2
3897,Mistérios da Cidade 3897,Série,Romance,2010,43,8,6,16 anos,Inglês,Brasil,PlayTV,1.8,55631,106.8,9
3898,O Reino Perdido 3898,Série,Ficção Científica,1992,35,6,54,Livre,Francês,EUA,StreamFlix,3.4,25830,242.26,18
3899,Operação Final 3899,Filme,Drama,2022,157,1,1,12 anos,Português,Coreia do Sul,Vision,2.6,450423,199.33,25
3900,Aventura no Espaço 3900,Série,Ficção Científica,2019,56,4,51,18 anos,Espanhol,EUA,StreamFlix,3.9,39282,100.98,10
3901,Risos de Família 3901,Série,Romance,2021,44,5,78,14 anos,Espanhol,Inglaterra,MegaStream,4.7,169423,198.77,13
3902,Mistérios da Cidade 3902,Filme,Fantasia,2001,86,1,1,14 anos,Francês,Japão,MegaStream,4.6,114290,99.72,9
3903,O Reino Perdido 3903,Série,Drama,2006,28,5,91,16 anos,Espanhol,EUA,MegaStream,4.6,46280,44.19,0
3904,Além do Tempo 3904,Série,Ação,2008,53,1,48,14 anos,Português,Japão,StreamFlix,4.1,31253,202.74,18
3905,Risos de Família 3905,Filme,Ficção Científica,2011,141,1,1,10 anos,Francês,França,PlayTV,1.2,263344,243.17,21
3906,O Reino Perdido 3906,Filme,Suspense,2010,117,1,1,12 anos,Inglês,EUA,StreamFlix,2.0,324589,231.93,1
3907,Aventura no Espaço 3907,Filme,Ação,2013,105,1,1,10 anos,Português,Japão,PlayTV,1.1,109958,172.5,24
3908,Código Sombrio 3908,Filme,Drama,2002,169,1,1,16 anos,Português,Coreia do Sul,StreamFlix,3.5,120785,42.18,4
3909,Mistérios da Cidade 3909,Filme,Ficção Científica,1992,119,1,1,18 anos,Inglês,Coreia do Sul,Cinema+,3.7,439488,41.27,12
3910,Além do Tempo 3910,Série,Comédia,2013,32,5,51,10 anos,Francês,Japão,MegaStream,2.0,289422,244.96,16
3911,O Investigador 3911,Filme,Comédia,2010,169,1,1,12 anos,Japonês,Inglaterra,PlayTV,4.7,310215,108.32,3
3912,Operação Final 3912,Filme,Romance,2002,168,1,1,16 anos,Espanhol,EUA,MegaStream,4.8,19178,199.46,17
3913,Aventura no Espaço 3913,Série,Suspense,1997,53,2,88,12 anos,Inglês,Coreia do Sul,MegaStream,1.5,39500,15.76,23
3914,O Reino Perdido 3914,Filme,Romance,2017,161,1,1,18 anos,Japonês,Brasil,Cinema+,4.2,227806,223.04,11
3915,Aventura no Espaço 3915,Filme,Terror,2003,143,1,1,16 anos,Espanhol,Brasil,MegaStream,2.9,277708,19.07,15
3916,Amor em Paris 3916,Filme,Ficção Científica,1998,122,1,1,14 anos,Espanhol,Japão,MegaStream,4.0,75803,201.14,19
3917,Mistérios da Cidade 3917,Filme,Romance,2014,166,1,1,10 anos,Japonês,Coreia do Sul,MegaStream,2.9,96602,174.63,17
3918,O Investigador 3918,Série,Drama,2008,55,5,77,10 anos,Inglês,Inglaterra,MegaStream,3.3,22101,59.64,15
3919,Amor em Paris 3919,Filme,Suspense,2002,176,1,1,14 anos,Japonês,França,StreamFlix,3.2,307152,220.47,12
3920,Além do Tempo 3920,Filme,Romance,1992,161,1,1,16 anos,Inglês,Inglaterra,Vision,3.9,391766,158.29,7
3921,Mistérios da Cidade 3921,Filme,Ação,1996,137,1,1,10 anos,Espanhol,EUA,Cinema+,1.2,325053,48.33,16
3922,Risos de Família 3922,Filme,Terror,2005,97,1,1,Livre,Inglês,Japão,Cinema+,3.0,18631,58.37,24
3923,O Investigador 3923,Filme,Comédia,2008,99,1,1,14 anos,Espanhol,Coreia do Sul,Vision,2.4,356077,17.8,25
3924,Além do Tempo 3924,Série,Suspense,1991,54,3,10,12 anos,Francês,França,Cinema+,3.6,316133,127.71,24
3925,Risos de Família 3925,Filme,Fantasia,2018,147,1,1,Livre,Espanhol,Japão,StreamFlix,5.0,166305,39.77,7
3926,Operação Final 3926,Filme,Fantasia,1995,149,1,1,16 anos,Espanhol,Japão,StreamFlix,3.9,299188,111.49,19
3927,Código Sombrio 3927,Série,Romance,2012,45,7,56,18 anos,Japonês,Japão,PlayTV,3.7,298020,11.51,6
3928,O Reino Perdido 3928,Série,Ficção Científica,2026,30,3,39,12 anos,Inglês,Inglaterra,MegaStream,1.4,454875,38.33,22
3929,Código Sombrio 3929,Série,Ficção Científica,2013,24,6,54,16 anos,Português,Inglaterra,Vision,4.6,168027,99.95,1
3930,Risos de Família 3930,Filme,Fantasia,2017,93,1,1,10 anos,Japonês,Japão,StreamFlix,3.4,163176,48.32,18
3931,O Reino Perdido 3931,Filme,Romance,2005,141,1,1,Livre,Francês,Japão,Vision,1.2,98405,85.68,17
3932,O Reino Perdido 3932,Série,Ficção Científica,2013,35,4,102,Livre,Francês,Brasil,StreamFlix,3.3,280192,56.76,14
3933,O Investigador 3933,Filme,Comédia,2016,166,1,1,14 anos,Português,França,Cinema+,1.2,465473,56.84,4
3934,Aventura no Espaço 3934,Série,Fantasia,1992,36,1,14,14 anos,Japonês,Coreia do Sul,Vision,1.6,380120,209.29,8
3935,Código Sombrio 3935,Filme,Ação,1996,98,1,1,16 anos,Japonês,Coreia do Sul,MegaStream,3.6,417094,42.58,8
3936,Mistérios da Cidade 3936,Série,Suspense,1994,45,6,103,Livre,Francês,Japão,Vision,2.2,108338,159.09,1
3937,Amor em Paris 3937,Série,Drama,1994,34,6,43,14 anos,Francês,Inglaterra,MegaStream,1.4,242436,80.44,4
3938,Mistérios da Cidade 3938,Filme,Comédia,1996,148,1,1,16 anos,Japonês,Coreia do Sul,Vision,1.2,146045,132.3,15
3939,Amor em Paris 3939,Série,Romance,1998,50,4,25,16 anos,Inglês,Coreia do Sul,Vision,4.9,32566,228.63,7
3940,Risos de Família 3940,Filme,Comédia,2020,155,1,1,10 anos,Inglês,EUA,MegaStream,4.8,467821,101.85,23
3941,Risos de Família 3941,Série,Terror,2003,54,1,60,Livre,Espanhol,Brasil,Cinema+,4.2,242276,93.3,17
3942,Código Sombrio 3942,Filme,Ação,1994,131,1,1,Livre,Espanhol,França,PlayTV,2.3,456003,196.02,2
3943,Além do Tempo 3943,Série,Comédia,2019,37,7,85,Livre,Francês,Brasil,PlayTV,1.3,216316,223.29,14
3944,Aventura no Espaço 3944,Série,Suspense,2005,40,3,44,18 anos,Espanhol,Coreia do Sul,Vision,1.8,478352,150.33,23
3945,Amor em Paris 3945,Série,Romance,1995,25,7,44,18 anos,Francês,Coreia do Sul,MegaStream,3.3,442624,195.52,25
3946,Código Sombrio 3946,Filme,Suspense,2006,166,1,1,18 anos,Japonês,Coreia do Sul,MegaStream,4.9,56056,125.82,19
3947,Além do Tempo 3947,Série,Ação,1997,31,2,38,16 anos,Francês,EUA,MegaStream,3.6,146102,143.69,22
3948,Mistérios da Cidade 3948,Série,Suspense,2013,24,7,77,Livre,Japonês,Japão,Vision,1.6,461389,195.61,19
3949,Aventura no Espaço 3949,Série,Fantasia,2001,22,5,11,12 anos,Francês,Coreia do Sul,Cinema+,1.1,265163,24.83,15
3950,Operação Final 3950,Série,Fantasia,1994,43,6,70,14 anos,Francês,Brasil,MegaStream,4.3,458993,133.84,0
3951,Risos de Família 3951,Filme,Ação,2000,105,1,1,18 anos,Japonês,Japão,PlayTV,1.6,91330,221.59,22
3952,O Investigador 3952,Filme,Ação,2001,119,1,1,18 anos,Espanhol,Japão,MegaStream,4.1,394372,40.78,9
3953,O Investigador 3953,Série,Drama,2006,41,4,97,Livre,Inglês,EUA,MegaStream,1.9,304146,216.3,10
3954,Operação Final 3954,Filme,Suspense,2020,120,1,1,10 anos,Japonês,Inglaterra,Cinema+,2.8,233672,33.41,25
3955,O Reino Perdido 3955,Série,Ação,2001,23,1,82,10 anos,Japonês,EUA,MegaStream,1.3,268201,177.94,3
3956,Além do Tempo 3956,Filme,Terror,1992,154,1,1,16 anos,Português,Brasil,PlayTV,2.2,210303,5.68,21
3957,Além do Tempo 3957,Filme,Suspense,1995,152,1,1,12 anos,Inglês,Japão,MegaStream,2.0,364332,247.39,4
3958,O Investigador 3958,Filme,Romance,1990,108,1,1,Livre,Japonês,Coreia do Sul,StreamFlix,2.7,27461,3.58,17
3959,O Último Horizonte 3959,Série,Drama,2017,24,8,35,16 anos,Português,Inglaterra,PlayTV,1.1,354159,184.33,10
3960,Amor em Paris 3960,Série,Romance,2023,50,6,12,Livre,Japonês,EUA,PlayTV,3.7,76313,58.3,12
3961,Código Sombrio 3961,Filme,Comédia,1990,177,1,1,12 anos,Inglês,Brasil,Vision,1.3,446217,210.01,21
3962,Código Sombrio 3962,Série,Fantasia,2004,34,8,104,10 anos,Japonês,Japão,Cinema+,2.1,406286,207.37,4
3963,O Investigador 3963,Série,Drama,2020,60,7,100,12 anos,Francês,Brasil,Cinema+,3.1,169207,129.33,21
3964,Mistérios da Cidade 3964,Série,Ação,2015,23,1,27,10 anos,Japonês,Inglaterra,Cinema+,3.4,209703,120.2,1
3965,Aventura no Espaço 3965,Série,Comédia,2009,43,1,115,10 anos,Português,Coreia do Sul,Vision,2.2,149417,233.38,7
3966,Código Sombrio 3966,Filme,Ação,2015,124,1,1,18 anos,Japonês,Brasil,MegaStream,3.2,389875,79.94,21
3967,Além do Tempo 3967,Série,Romance,2014,22,2,28,Livre,Japonês,Coreia do Sul,MegaStream,1.2,439953,106.04,14
3968,Amor em Paris 3968,Série,Drama,2018,58,3,118,18 anos,Japonês,EUA,MegaStream,2.1,492936,90.16,0
3969,O Reino Perdido 3969,Filme,Ficção Científica,2014,109,1,1,18 anos,Espanhol,Japão,MegaStream,3.8,19502,141.99,7
3970,Operação Final 3970,Filme,Drama,2002,114,1,1,18 anos,Espanhol,Brasil,PlayTV,3.4,486345,130.1,23
3971,O Investigador 3971,Série,Comédia,2002,30,6,74,10 anos,Japonês,França,MegaStream,4.7,357336,231.97,5
3972,Mistérios da Cidade 3972,Série,Terror,2005,29,5,31,Livre,Inglês,Inglaterra,StreamFlix,2.5,184493,164.89,23
3973,Mistérios da Cidade 3973,Filme,Fantasia,2012,101,1,1,16 anos,Português,EUA,StreamFlix,3.3,192228,187.83,9
3974,Mistérios da Cidade 3974,Série,Drama,2021,24,5,49,18 anos,Português,Inglaterra,MegaStream,3.9,412961,43.5,16
3975,O Investigador 3975,Série,Ação,1991,59,5,93,16 anos,Francês,França,MegaStream,3.6,221374,62.99,3
3976,Além do Tempo 3976,Filme,Terror,2006,144,1,1,18 anos,Francês,Japão,StreamFlix,1.6,259415,1.78,21
3977,Operação Final 3977,Filme,Suspense,2003,163,1,1,18 anos,Japonês,Coreia do Sul,MegaStream,3.5,274919,212.41,24
3978,O Último Horizonte 3978,Filme,Fantasia,2011,160,1,1,12 anos,Japonês,EUA,StreamFlix,4.7,185679,204.41,14
3979,Código Sombrio 3979,Filme,Comédia,1994,135,1,1,14 anos,Espanhol,Japão,PlayTV,4.5,359041,79.44,3
3980,O Investigador 3980,Filme,Comédia,2019,82,1,1,14 anos,Espanhol,Japão,Cinema+,4.0,397455,180.63,24
3981,Aventura no Espaço 3981,Filme,Terror,1995,105,1,1,18 anos,Francês,Japão,Vision,1.5,25400,199.92,23
3982,Amor em Paris 3982,Filme,Comédia,2007,84,1,1,10 anos,Francês,EUA,PlayTV,1.7,399552,241.6,14
3983,O Reino Perdido 3983,Filme,Fantasia,2015,93,1,1,10 anos,Japonês,EUA,StreamFlix,3.7,137809,81.55,18
3984,O Reino Perdido 3984,Filme,Fantasia,1999,162,1,1,16 anos,Espanhol,EUA,PlayTV,4.0,33661,243.35,15
3985,O Reino Perdido 3985,Filme,Ação,2023,109,1,1,14 anos,Japonês,Japão,Vision,3.7,115356,164.61,25
3986,O Último Horizonte 3986,Série,Romance,2005,54,3,58,18 anos,Francês,Brasil,StreamFlix,3.0,291769,91.75,16
3987,O Reino Perdido 3987,Série,Ficção Científica,2022,54,2,108,18 anos,Japonês,Brasil,PlayTV,2.8,209264,2.93,3
3988,O Reino Perdido 3988,Série,Drama,1990,25,2,31,18 anos,Japonês,Inglaterra,MegaStream,4.6,454714,8.08,12
3989,Risos de Família 3989,Série,Drama,1992,54,7,84,16 anos,Inglês,Coreia do Sul,StreamFlix,2.4,447007,168.93,13
3990,Operação Final 3990,Série,Terror,2019,37,4,106,Livre,Português,EUA,Vision,3.9,129276,199.81,24
3991,Amor em Paris 3991,Filme,Romance,2014,113,1,1,16 anos,Francês,Coreia do Sul,Cinema+,2.6,395269,181.99,3
3992,O Reino Perdido 3992,Série,Terror,1991,59,8,69,10 anos,Inglês,Brasil,Cinema+,1.3,327955,75.05,15
3993,Risos de Família 3993,Série,Ficção Científica,1996,44,2,86,12 anos,Português,EUA,Vision,1.0,170933,170.64,5
3994,Amor em Paris 3994,Filme,Fantasia,2013,90,1,1,12 anos,Inglês,EUA,StreamFlix,3.1,140130,95.41,24
3995,O Reino Perdido 3995,Filme,Comédia,2003,103,1,1,18 anos,Espanhol,Japão,Vision,3.1,329268,20.56,7
3996,Amor em Paris 3996,Filme,Suspense,2006,143,1,1,Livre,Francês,França,StreamFlix,3.3,330334,5.51,9
3997,Amor em Paris 3997,Série,Romance,2026,32,7,71,Livre,Inglês,França,MegaStream,2.8,158537,219.8,23
3998,O Reino Perdido 3998,Filme,Comédia,2017,146,1,1,18 anos,Português,França,Vision,2.7,401287,76.12,4
3999,O Investigador 3999,Filme,Romance,2011,145,1,1,16 anos,Inglês,Coreia do Sul,Vision,2.1,63382,136.62,12
4000,Aventura no Espaço 4000,Série,Terror,2002,48,8,92,10 anos,Francês,França,Cinema+,1.3,427697,38.01,11
4001,Aventura no Espaço 4001,Série,Ação,1998,59,2,22,18 anos,Inglês,França,Vision,3.3,94651,189.68,2
4002,Amor em Paris 4002,Filme,Terror,2016,146,1,1,18 anos,Japonês,EUA,PlayTV,3.7,71356,184.8,8
4003,O Último Horizonte 4003,Série,Comédia,2000,26,1,52,18 anos,Inglês,Inglaterra,MegaStream,1.3,28106,39.28,17
4004,O Reino Perdido 4004,Filme,Drama,2008,166,1,1,18 anos,Francês,Coreia do Sul,PlayTV,4.0,487180,227.96,17
4005,Risos de Família 4005,Filme,Ficção Científica,2023,119,1,1,14 anos,Inglês,Coreia do Sul,Vision,1.6,315268,234.64,22
4006,Operação Final 4006,Série,Fantasia,1996,53,4,111,14 anos,Português,França,MegaStream,3.3,55992,172.92,16
4007,Risos de Família 4007,Filme,Terror,2008,129,1,1,12 anos,Japonês,Brasil,Vision,2.0,446484,228.17,21
4008,Amor em Paris 4008,Filme,Ação,2000,159,1,1,Livre,Inglês,Inglaterra,StreamFlix,1.1,371709,77.27,12
4009,Operação Final 4009,Filme,Drama,2001,101,1,1,12 anos,Japonês,Japão,Cinema+,4.3,495103,200.7,23
4010,Código Sombrio 4010,Filme,Drama,1996,148,1,1,16 anos,Espanhol,Coreia do Sul,StreamFlix,1.2,142425,70.38,11
4011,O Reino Perdido 4011,Filme,Ficção Científica,2020,92,1,1,10 anos,Espanhol,França,Cinema+,5.0,337786,174.53,2
4012,Além do Tempo 4012,Filme,Ficção Científica,1992,92,1,1,16 anos,Francês,Japão,Cinema+,2.2,480884,33.78,16
4013,Além do Tempo 4013,Série,Fantasia,2010,44,2,93,16 anos,Inglês,França,Vision,4.7,314349,112.08,5
4014,Amor em Paris 4014,Série,Drama,2009,31,4,36,14 anos,Espanhol,Inglaterra,PlayTV,2.6,124238,8.0,22
4015,Código Sombrio 4015,Filme,Terror,2024,94,1,1,10 anos,Português,França,MegaStream,2.4,100662,65.72,14
4016,Amor em Paris 4016,Filme,Romance,2009,96,1,1,16 anos,Espanhol,EUA,Cinema+,4.9,301765,64.91,18
4017,Operação Final 4017,Série,Fantasia,2002,51,2,39,12 anos,Inglês,Brasil,Vision,3.9,419182,59.09,10
4018,O Investigador 4018,Filme,Suspense,1996,90,1,1,12 anos,Inglês,Inglaterra,Cinema+,3.8,114242,107.26,25
4019,Aventura no Espaço 4019,Filme,Ação,2020,136,1,1,18 anos,Espanhol,EUA,MegaStream,3.6,4650,173.98,12
4020,Código Sombrio 4020,Filme,Suspense,1996,136,1,1,10 anos,Português,França,Cinema+,2.6,184537,184.55,14
4021,Amor em Paris 4021,Filme,Fantasia,2005,82,1,1,12 anos,Português,EUA,PlayTV,4.9,375829,175.16,6
4022,Risos de Família 4022,Série,Ficção Científica,2014,37,4,102,14 anos,Inglês,França,Vision,3.0,104684,150.63,11
4023,O Último Horizonte 4023,Série,Romance,2005,28,3,90,10 anos,Francês,Brasil,StreamFlix,4.4,288006,203.84,11
4024,Operação Final 4024,Filme,Drama,2024,154,1,1,10 anos,Espanhol,EUA,PlayTV,3.3,53869,24.07,2
4025,Risos de Família 4025,Filme,Terror,2022,177,1,1,Livre,Inglês,Inglaterra,MegaStream,1.7,57799,111.77,22
4026,Amor em Paris 4026,Filme,Terror,1992,158,1,1,18 anos,Japonês,Brasil,StreamFlix,3.9,332709,41.57,11
4027,Risos de Família 4027,Série,Comédia,2005,22,2,51,10 anos,Inglês,Inglaterra,StreamFlix,2.7,144856,240.07,2
